,danceability,energy,speechiness,acousticness,liveness,valence,tempo
1402,0.59,0.903,0.0363,0.0232,0.0786,0.542,107.023
1403,0.699,0.76,0.0677,0.00223,0.132,0.696,129.996
1404,0.764,0.558,0.0265,0.141,0.103,0.387,113.606
1405,0.328,0.249,0.0272,0.754,0.134,0.162,81.257
1406,0.493,0.59,0.0392,0.339,0.121,0.502,169.908
1407,0.378,0.663,0.0458,0.00722,0.191,0.428,173.136
1408,0.708,0.641,0.0335,0.205,0.0925,0.253,113.082
1409,0.575,0.397,0.0308,0.756,0.279,0.202,129.843
1410,0.663,0.6,0.032,0.43,0.184,0.8,129.991
1411,0.711,0.362,0.0381,0.272,0.127,0.616,117.287
1412,0.553,0.782,0.0267,0.0146,0.123,0.531,95.855
1413,0.616,0.91,0.0386,0.0459,0.343,0.693,144.072
1414,0.638,0.656,0.0357,0.188,0.146,0.225,104.036
1415,0.487,0.509,0.0294,0.15,0.0857,0.181,77.985
1416,0.667,0.954,0.0817,0.0296,0.331,0.807,114.03
1417,0.458,0.386,0.025,0.412,0.127,0.28,149.9
1418,0.293,0.743,0.031,0.0951,0.107,0.369,165.861
1419,0.707,0.813,0.0571,0.0863,0.168,0.722,124.921
1420,0.534,0.624,0.0462,0.00797,0.128,0.687,121.402
1421,0.629,0.269,0.0381,0.973,0.17,0.26,145.994
1422,0.531,0.909,0.034,0.0175,0.231,0.814,97.546
1423,0.515,0.876,0.0292,0.000932,0.136,0.385,145.916
1424,0.35,0.636,0.0746,0.444,0.0811,0.208,95.162
1425,0.627,0.663,0.0329,0.164,0.118,0.39,90.058
1426,0.486,0.241,0.0366,0.413,0.0928,0.614,106.574
1427,0.583,0.905,0.0733,0.0984,0.0593,0.646,173.982
1428,0.45,0.602,0.0264,0.15,0.141,0.316,170.043
1429,0.431,0.182,0.031,0.932,0.0943,0.256,97.436
1430,0.654,0.148,0.0327,0.929,0.0895,0.287,130.738
1431,0.817,0.585,0.0301,0.439,0.147,0.916,105.014
1432,0.457,0.631,0.0445,0.813,0.941,0.369,118.87
1433,0.359,0.913,0.0391,6.31e-05,0.0954,0.589,104.058
1434,0.356,0.668,0.0336,0.0221,0.148,0.0531,76.964
1435,0.32,0.506,0.0277,0.0279,0.108,0.0884,79.912
1436,0.443,0.596,0.0362,0.16,0.119,0.328,139.96
1437,0.56,0.598,0.0259,0.104,0.347,0.353,110.029
1438,0.559,0.345,0.0459,0.0576,0.141,0.458,84.581
1439,0.544,0.404,0.0354,0.391,0.157,0.251,129.518
1440,0.5,0.851,0.038,0.0128,0.136,0.358,125.599
1441,0.385,0.342,0.0285,0.416,0.119,0.131,132.864
1442,0.358,0.916,0.0497,0.0299,0.595,0.498,171.133
1443,0.336,0.11,0.0365,0.632,0.123,0.0612,105.807
1444,0.667,0.361,0.0273,0.575,0.0805,0.29,134.018
1445,0.615,0.467,0.0327,0.314,0.099,0.177,119.919
1446,0.543,0.764,0.0377,0.00418,0.111,0.233,95.999
1447,0.497,0.822,0.0399,0.011,0.0947,0.58,90.992
1448,0.671,0.817,0.0569,0.415,0.0715,0.938,119.549
1450,0.692,0.493,0.0325,0.0934,0.128,0.28,86.644
1451,0.614,0.534,0.0332,0.308,0.352,0.653,67.503
1453,0.532,0.407,0.0233,0.235,0.117,0.23,83.207
1454,0.605,0.629,0.0279,0.437,0.097,0.308,99.894
1455,0.393,0.531,0.0329,0.0181,0.169,0.224,200.391
1456,0.595,0.717,0.0295,0.0779,0.108,0.547,88.969
1457,0.597,0.5,0.0579,0.127,0.214,0.522,79.071
1458,0.585,0.0859,0.0484,0.94,0.16,0.12,78.54
1459,0.537,0.84,0.0363,0.2,0.0998,0.211,124.269
1460,0.317,0.57,0.0324,0.242,0.145,0.322,84.253
1461,0.822,0.739,0.0311,0.0264,0.181,0.745,118.992
1462,0.744,0.502,0.0359,0.183,0.189,0.66,112.344
1463,0.542,0.905,0.054,0.00172,0.136,0.374,153.398
1464,0.436,0.336,0.037,0.962,0.102,0.21,122.456
1466,0.445,0.573,0.0343,0.638,0.114,0.503,175.985
1467,0.298,0.45,0.0282,0.452,0.273,0.411,83.529
1468,0.348,0.78,0.0314,0.00032,0.0959,0.301,137.619
1469,0.55,0.917,0.0638,0.00428,0.197,0.601,126.115
1471,0.396,0.527,0.0435,0.371,0.166,0.165,185.807
1472,0.534,0.87,0.0425,0.000334,0.241,0.462,126.019
1474,0.392,0.964,0.0644,7.13e-05,0.106,0.269,167.024
1475,0.429,0.631,0.0769,7.85e-05,0.175,0.376,162.734
1476,0.568,0.314,0.029,0.57,0.129,0.276,109.874
1477,0.489,0.724,0.0352,0.313,0.287,0.15,117.292
1478,0.512,0.671,0.0283,0.0314,0.0749,0.397,82.342
1479,0.433,0.174,0.0537,0.982,0.111,0.366,95.802
1480,0.524,0.446,0.0275,0.688,0.101,0.272,97.856
1481,0.63,0.696,0.0242,0.144,0.0835,0.491,94.034
1482,0.706,0.841,0.0418,7.95e-05,0.0688,0.861,132.032
1483,0.453,0.802,0.0446,0.0893,0.0799,0.297,146.024
1484,0.745,0.656,0.0405,0.188,0.0941,0.858,105.318
1485,0.774,0.653,0.0335,0.622,0.101,0.773,128.066
1486,0.564,0.855,0.0629,0.521,0.959,0.698,97.389
1487,0.398,0.768,0.0392,0.469,0.106,0.235,108.685
1488,0.557,0.8,0.0601,0.00132,0.0906,0.582,135.47
1490,0.704,0.241,0.0476,0.625,0.0868,0.661,140.411
1491,0.554,0.476,0.0239,0.314,0.684,0.512,90.023
1492,0.57,0.717,0.029,0.00967,0.0833,0.321,111.91
1493,0.622,0.24,0.0363,0.798,0.142,0.587,132.234
1494,0.213,0.32,0.0301,0.349,0.0844,0.25,80.424
1495,0.821,0.776,0.0521,0.135,0.116,0.923,133.06
1496,0.821,0.186,0.0598,0.663,0.0513,0.486,113.096
1497,0.254,0.638,0.0504,0.0435,0.714,0.157,109.875
1498,0.591,0.864,0.0399,0.0446,0.279,0.728,131.006
1499,0.614,0.283,0.027,0.475,0.114,0.33,107.674
1501,0.801,0.759,0.0378,0.657,0.0897,0.821,129.971
1502,0.623,0.93,0.0324,0.0141,0.138,0.287,120.119
1503,0.494,0.845,0.068,0.084,0.101,0.261,144.979
1504,0.698,0.285,0.0553,0.927,0.0883,0.53,135.027
1505,0.439,0.303,0.0422,0.839,0.071,0.268,139.475
1506,0.506,0.626,0.0287,0.156,0.228,0.321,148.035
1507,0.582,0.334,0.026,0.272,0.102,0.231,92.71
1508,0.617,0.741,0.0311,0.131,0.0772,0.306,118.984
1509,0.282,0.866,0.0588,0.000705,0.101,0.277,163.987
1510,0.317,0.172,0.0326,0.907,0.105,0.0963,65.18
1511,0.402,0.597,0.0327,0.0385,0.109,0.496,81.806
1512,0.459,0.459,0.0275,0.13,0.113,0.281,134.018
1513,0.687,0.745,0.0379,0.178,0.111,0.435,129.966
1514,0.325,0.274,0.0313,0.755,0.107,0.239,116.939
1515,0.487,0.9,0.0482,6.79e-05,0.358,0.484,149.937
1516,0.547,0.82,0.0805,0.261,0.3,0.933,118.208
1518,0.495,0.869,0.0462,0.0306,0.279,0.522,94.012
1519,0.559,0.646,0.0272,0.116,0.32,0.289,95.466
1520,0.578,0.909,0.0628,0.0222,0.333,0.541,100.023
1521,0.402,0.732,0.0484,0.0033,0.108,0.472,161.032
1522,0.598,0.821,0.0447,0.0231,0.143,0.673,128.03
1523,0.621,0.403,0.0359,0.581,0.114,0.634,145.523
1524,0.642,0.576,0.0282,0.488,0.159,0.469,125.0
1525,0.52,0.775,0.0348,0.034,0.364,0.382,136.028
1526,0.533,0.465,0.0727,0.387,0.095,0.534,169.992
1527,0.788,0.571,0.0296,0.106,0.0934,0.797,115.99
1528,0.544,0.802,0.0282,0.00155,0.122,0.59,130.022
1529,0.857,0.404,0.0444,0.573,0.0958,0.302,105.068
1530,0.511,0.942,0.0438,0.00864,0.353,0.622,160.054
1531,0.637,0.333,0.0262,0.181,0.147,0.588,84.347
1532,0.252,0.802,0.0391,0.13,0.309,0.253,150.056
1533,0.3,0.449,0.0306,0.395,0.137,0.364,82.965
1534,0.607,0.43,0.0251,0.105,0.106,0.289,128.398
1535,0.623,0.539,0.0291,0.801,0.112,0.745,120.489
1536,0.485,0.911,0.0355,8.67e-05,0.092,0.568,89.956
1537,0.508,0.72,0.0628,0.272,0.0563,0.472,79.983
1538,0.521,0.301,0.0356,0.836,0.398,0.621,137.382
1539,0.513,0.262,0.0276,0.313,0.456,0.357,108.383
1540,0.571,0.427,0.0405,0.202,0.1,0.894,142.454
1541,0.268,0.29,0.0454,0.904,0.695,0.191,100.011
1542,0.156,0.184,0.0393,0.97,0.26,0.107,180.887
1543,0.762,0.692,0.0438,0.113,0.094,0.397,114.906
1544,0.661,0.184,0.038,0.665,0.106,0.357,140.006
1545,0.534,0.904,0.0369,0.129,0.128,0.96,202.899
1546,0.316,0.484,0.0308,0.000334,0.0912,0.299,117.363
1547,0.363,0.361,0.0499,0.623,0.154,0.612,187.711
1548,0.551,0.834,0.0467,0.795,0.309,0.661,108.145
1549,0.621,0.533,0.0265,0.343,0.0881,0.322,126.987
1550,0.493,0.372,0.0331,0.964,0.117,0.25,116.86
1551,0.462,0.266,0.0436,0.986,0.113,0.32,75.529
1552,0.688,0.477,0.036,0.594,0.115,0.257,127.866
1553,0.388,0.72,0.033,0.202,0.283,0.554,141.283
1554,0.487,0.949,0.0798,0.000429,0.231,0.406,110.02
1555,0.633,0.49,0.0255,0.395,0.0886,0.66,132.178
1556,0.55,0.14,0.0866,0.995,0.144,0.33,179.913
1557,0.669,0.0809,0.0365,0.983,0.114,0.0922,114.355
1558,0.584,0.507,0.0243,0.0202,0.146,0.253,142.019
1559,0.277,0.67,0.0376,6.28e-05,0.237,0.217,148.342
1560,0.472,0.772,0.0316,0.00658,0.132,0.6,139.993
1561,0.35,0.403,0.0279,0.786,0.12,0.201,104.957
1562,0.559,0.297,0.0311,0.903,0.111,0.291,113.834
1564,0.555,0.757,0.0601,0.103,0.0631,0.582,129.607
1565,0.383,0.662,0.0333,0.165,0.248,0.138,121.154
1567,0.431,0.803,0.0364,0.00167,0.331,0.309,147.048
1568,0.457,0.297,0.0306,0.686,0.109,0.333,120.021
1569,0.301,0.197,0.0335,0.969,0.168,0.114,142.126
1570,0.497,0.51,0.0299,0.0902,0.147,0.198,113.074
1571,0.582,0.253,0.0259,0.827,0.091,0.294,90.186
1572,0.117,0.56,0.0395,0.124,0.113,0.0585,167.856
1573,0.566,0.713,0.0418,0.645,0.114,0.805,169.861
1574,0.526,0.882,0.0509,0.0014,0.144,0.424,144.982
1575,0.399,0.326,0.0386,0.864,0.191,0.546,79.206
1576,0.384,0.225,0.0281,0.851,0.13,0.154,153.488
1577,0.317,0.49,0.0286,0.496,0.079,0.214,159.884
1578,0.522,0.074,0.0598,0.929,0.108,0.342,135.298
1579,0.321,0.801,0.042,0.0193,0.14,0.422,151.796
1580,0.303,0.913,0.0693,0.00151,0.732,0.103,137.0
1581,0.584,0.536,0.0279,0.112,0.456,0.441,127.001
1584,0.447,0.393,0.038,0.785,0.28,0.564,73.139
1585,0.0916,0.0773,0.0415,0.821,0.111,0.0429,76.752
1586,0.455,0.152,0.0338,0.92,0.11,0.0806,133.835
1587,0.32,0.917,0.0771,0.0717,0.169,0.715,190.757
1588,0.775,0.904,0.0437,0.0271,0.06,0.84,130.009
1589,0.748,0.305,0.034,0.901,0.103,0.263,126.149
1590,0.554,0.396,0.0294,0.0113,0.112,0.391,138.191
1591,0.618,0.938,0.0456,0.0179,0.167,0.875,91.455
1592,0.719,0.861,0.0402,0.0447,0.219,0.948,121.491
1593,0.351,0.153,0.0322,0.903,0.405,0.212,91.749
1594,0.508,0.46,0.0404,0.325,0.648,0.565,75.836
1595,0.587,0.497,0.0307,0.723,0.142,0.401,144.972
1596,0.572,0.835,0.0317,0.171,0.0702,0.795,129.981
1598,0.666,0.785,0.0308,0.0981,0.434,0.549,122.973
1599,0.276,0.715,0.0432,0.00552,0.201,0.173,137.028
1601,0.743,0.742,0.0367,0.051,0.0987,0.706,121.604
1602,0.452,0.544,0.0277,0.0631,0.104,0.158,133.042
1603,0.195,0.68,0.0376,0.0242,0.32,0.221,152.29
1604,0.515,0.656,0.0296,0.000904,0.135,0.769,127.707
1605,0.424,0.446,0.0261,0.121,0.0921,0.354,139.701
1606,0.745,0.575,0.0434,0.546,0.116,0.723,123.325
1607,0.532,0.495,0.0343,0.659,0.0754,0.308,124.936
1608,0.543,0.917,0.0444,0.00572,0.104,0.329,132.246
1609,0.394,0.629,0.0292,0.273,0.0902,0.181,75.991
1610,0.46,0.796,0.0333,0.00107,0.106,0.182,100.011
1611,0.257,0.604,0.0354,0.0211,0.65,0.22,157.769
1612,0.409,0.264,0.0363,0.665,0.102,0.355,137.16
1613,0.459,0.427,0.0267,0.114,0.168,0.354,139.902
1614,0.645,0.417,0.029,0.543,0.0982,0.256,77.054
1615,0.753,0.59,0.0317,0.259,0.0836,0.593,123.028
1616,0.645,0.539,0.0327,0.0467,0.177,0.503,74.021
1617,0.851,0.806,0.0787,0.118,0.121,0.787,118.999
1618,0.619,0.603,0.0342,0.712,0.0721,0.958,127.433
1620,0.857,0.358,0.0432,0.293,0.106,0.521,124.961
1621,0.463,0.577,0.043,0.77,0.598,0.43,97.83
1622,0.337,0.418,0.034,0.101,0.395,0.305,131.985
1623,0.621,0.524,0.0803,0.0652,0.893,0.889,110.586
1624,0.402,0.58,0.0542,0.906,0.134,0.526,173.279
1625,0.313,0.343,0.0451,0.0942,0.577,0.269,124.783
1626,0.274,0.348,0.0293,0.547,0.334,0.328,87.43
1627,0.411,0.562,0.0362,0.0407,0.222,0.197,140.015
1629,0.612,0.601,0.0421,0.373,0.156,0.368,125.164
1630,0.345,0.418,0.0316,0.299,0.103,0.267,109.044
1631,0.62,0.707,0.0327,0.583,0.284,0.897,119.604
1632,0.659,0.513,0.0293,0.315,0.283,0.855,133.609
1633,0.657,0.714,0.0265,0.23,0.127,0.361,141.967
1634,0.41,0.0804,0.0395,0.956,0.0976,0.195,147.019
1635,0.871,0.346,0.0522,0.298,0.108,0.659,110.054
1636,0.587,0.583,0.0313,0.248,0.124,0.15,139.92
1638,0.566,0.459,0.0289,0.327,0.202,0.151,116.916
1639,0.491,0.605,0.0367,0.192,0.289,0.903,151.416
1640,0.547,0.308,0.0377,0.505,0.109,0.41,114.719
1641,0.354,0.183,0.0309,0.885,0.7,0.332,102.464
1642,0.556,0.486,0.0329,0.0371,0.164,0.243,119.955
1643,0.315,0.715,0.0362,0.00125,0.0942,0.497,155.925
1644,0.583,0.602,0.0274,0.368,0.22,0.388,74.008
1645,0.715,0.8,0.057,0.0271,0.0648,0.445,129.023
1646,0.712,0.862,0.0378,0.0525,0.093,0.809,95.051
1648,0.668,0.921,0.0439,0.0492,0.0877,0.782,120.0
1649,0.268,0.742,0.0355,0.0518,0.626,0.416,159.779
1650,0.493,0.808,0.0362,0.000235,0.0983,0.38,117.971
1651,0.689,0.694,0.027,0.257,0.148,0.482,99.039
1652,0.473,0.604,0.0337,0.0376,0.103,0.271,123.848
1653,0.711,0.292,0.037,0.313,0.131,0.194,103.951
1654,0.503,0.265,0.0333,0.943,0.0867,0.522,78.044
1655,0.607,0.281,0.0258,0.733,0.29,0.468,134.977
1657,0.532,0.0744,0.0355,0.949,0.106,0.125,117.131
1658,0.553,0.362,0.0263,0.0458,0.075,0.158,142.352
1659,0.366,0.814,0.05,0.0265,0.7,0.632,82.122
1660,0.346,0.46,0.0329,0.291,0.125,0.214,125.896
1661,0.304,0.305,0.0298,0.871,0.367,0.464,146.066
1662,0.451,0.913,0.0325,0.0756,0.578,0.577,90.814
1663,0.743,0.766,0.0265,0.0873,0.509,0.61,127.96
1664,0.336,0.602,0.0325,0.0635,0.141,0.299,161.01
1665,0.547,0.466,0.0273,0.618,0.0829,0.315,140.067
1666,0.83,0.382,0.0566,0.884,0.11,0.54,121.12
1667,0.673,0.581,0.029,0.223,0.063,0.818,130.771
1668,0.405,0.21,0.0279,0.584,0.139,0.174,100.577
1670,0.366,0.94,0.0696,0.000769,0.188,0.369,130.198
1671,0.748,0.786,0.0641,0.328,0.34,0.917,104.833
1672,0.482,0.786,0.032,0.00321,0.446,0.793,126.755
1673,0.485,0.378,0.0337,0.831,0.103,0.528,92.928
1674,0.387,0.164,0.085,0.962,0.0817,0.409,72.029
1675,0.737,0.28,0.045,0.903,0.261,0.377,105.032
1676,0.763,0.803,0.0351,0.0709,0.348,0.561,103.04
1677,0.333,0.524,0.0301,0.194,0.124,0.438,73.393
1678,0.506,0.364,0.0328,0.0915,0.0875,0.205,135.998
1680,0.523,0.139,0.0571,0.958,0.242,0.38,101.831
1681,0.703,0.444,0.0417,0.559,0.0973,0.712,150.96
1682,0.42,0.746,0.0467,0.0141,0.0661,0.229,111.886
1684,0.645,0.825,0.0273,0.161,0.114,0.641,117.037
1685,0.508,0.834,0.0386,0.0183,0.0732,0.774,139.131
1686,0.313,0.894,0.0294,0.122,0.0925,0.363,149.044
1687,0.593,0.289,0.0259,0.568,0.0928,0.733,77.119
1688,0.469,0.538,0.0571,0.305,0.37,0.886,196.605
1690,0.518,0.786,0.0357,0.448,0.7,0.463,72.269
1691,0.309,0.649,0.035,0.0158,0.367,0.312,166.915
1692,0.659,0.678,0.0313,0.157,0.0784,0.647,106.186
1693,0.313,0.713,0.0327,0.0258,0.135,0.196,169.871
1694,0.697,0.676,0.0402,0.706,0.0824,0.852,148.072
1695,0.686,0.576,0.0284,0.443,0.212,0.72,83.969
1696,0.511,0.454,0.0314,0.45,0.0865,0.142,138.308
1697,0.217,0.466,0.0346,0.0167,0.152,0.173,149.398
1699,0.626,0.535,0.0443,0.85,0.0561,0.671,108.804
1700,0.449,0.443,0.035,0.776,0.341,0.227,69.79
1701,0.652,0.583,0.038,0.412,0.119,0.744,138.134
1702,0.453,0.484,0.0282,0.71,0.329,0.411,154.838
1703,0.512,0.662,0.0439,0.0275,0.118,0.472,180.114
1704,0.691,0.853,0.0372,0.0631,0.082,0.762,145.999
1705,0.553,0.652,0.0403,0.81,0.115,0.66,86.988
1706,0.289,0.292,0.048,0.491,0.255,0.491,185.425
1707,0.654,0.81,0.0288,0.00719,0.165,0.661,114.623
1708,0.459,0.718,0.0319,0.0505,0.0951,0.34,149.791
1709,0.694,0.496,0.0329,0.0139,0.0644,0.799,103.372
1710,0.547,0.335,0.0307,0.747,0.101,0.474,115.838
1711,0.287,0.721,0.0387,0.00764,0.328,0.763,169.252
1713,0.92,0.654,0.0401,0.0236,0.0359,0.847,117.046
1714,0.37,0.514,0.0302,0.0409,0.283,0.17,126.978
1715,0.727,0.974,0.0664,0.103,0.174,0.965,79.526
1716,0.758,0.654,0.04,0.662,0.199,0.962,97.657
1717,0.678,0.631,0.0301,0.355,0.376,0.463,102.378
1718,0.582,0.529,0.0248,0.00961,0.113,0.567,166.134
1719,0.495,0.892,0.0349,0.000128,0.207,0.231,133.474
1720,0.487,0.427,0.0405,0.545,0.0909,0.803,185.117
1721,0.432,0.389,0.0255,0.687,0.0788,0.158,139.506
1722,0.552,0.608,0.0345,0.352,0.0533,0.637,112.367
1723,0.33,0.922,0.0609,0.0156,0.839,0.64,112.907
1724,0.271,0.551,0.0272,0.0307,0.118,0.2,143.899
1725,0.432,0.589,0.0402,0.778,0.334,0.427,88.669
1727,0.588,0.622,0.0303,0.0906,0.2,0.229,107.942
1728,0.642,0.237,0.0386,0.767,0.0758,0.34,136.325
1729,0.739,0.341,0.0378,0.525,0.072,0.231,80.958
1730,0.507,0.933,0.0869,7e-05,0.105,0.715,149.996
1731,0.521,0.702,0.0331,0.189,0.0962,0.25,127.976
1732,0.459,0.545,0.0282,0.142,0.105,0.194,137.941
1733,0.657,0.83,0.0248,0.0318,0.122,0.653,118.026
1734,0.549,0.24,0.0338,0.947,0.106,0.167,119.58
1735,0.467,0.774,0.0485,0.0616,0.108,0.0916,135.006
1736,0.689,0.576,0.0325,0.00881,0.0791,0.639,115.992
1737,0.436,0.942,0.0496,9.56e-05,0.209,0.5,164.975
1738,0.493,0.586,0.0296,0.187,0.0661,0.358,137.959
1739,0.639,0.829,0.0492,0.0331,0.0869,0.932,162.151
1740,0.602,0.905,0.0775,0.000202,0.117,0.411,128.019
1741,0.517,0.492,0.0272,0.0275,0.0873,0.455,138.585
1742,0.722,0.687,0.0556,0.00949,0.0462,0.619,128.013
1743,0.453,0.411,0.0276,0.235,0.101,0.28,75.752
1745,0.349,0.273,0.0325,0.95,0.146,0.493,204.922
1746,0.419,0.874,0.0346,0.00144,0.145,0.62,79.506
1747,0.452,0.563,0.0272,0.144,0.143,0.209,137.715
1748,0.475,0.322,0.0283,0.367,0.11,0.387,93.503
1749,0.498,0.885,0.0461,0.0148,0.239,0.67,106.719
1750,0.473,0.348,0.0288,0.721,0.0823,0.283,107.819
1751,0.494,0.533,0.0264,0.928,0.131,0.415,95.445
1753,0.335,0.571,0.0243,0.564,0.137,0.454,93.572
1754,0.583,0.96,0.0511,0.00105,0.0801,0.626,137.991
1755,0.577,0.808,0.039,0.0338,0.221,0.869,151.008
1756,0.608,0.107,0.0474,0.99,0.116,0.301,168.047
1757,0.459,0.331,0.0329,0.89,0.094,0.383,88.293
1758,0.506,0.539,0.0293,0.11,0.185,0.208,118.668
1759,0.4,0.48,0.0295,0.346,0.155,0.653,103.436
1760,0.494,0.723,0.0441,0.0192,0.134,0.152,144.036
1761,0.321,0.956,0.086,0.00505,0.949,0.141,107.264
1762,0.475,0.26,0.0322,0.796,0.109,0.339,137.212
1763,0.567,0.266,0.0343,0.73,0.116,0.236,106.46
1764,0.215,0.927,0.0452,0.000273,0.126,0.49,170.814
1765,0.23,0.492,0.0317,0.568,0.176,0.262,160.139
1766,0.504,0.354,0.0339,0.29,0.157,0.292,140.87
1767,0.461,0.448,0.0246,0.161,0.0811,0.418,173.86
1768,0.423,0.548,0.0278,0.426,0.0781,0.398,141.062
1769,0.743,0.546,0.0237,0.213,0.0837,0.673,113.553
1770,0.313,0.627,0.0346,0.475,0.713,0.201,175.302
1771,0.615,0.733,0.0335,0.152,0.109,0.796,122.58
1772,0.673,0.886,0.0431,0.185,0.0826,0.795,97.012
1773,0.48,0.486,0.0447,0.046,0.107,0.265,80.051
1774,0.623,0.793,0.0462,0.000397,0.375,0.36,98.998
1775,0.584,0.509,0.0287,0.267,0.36,0.367,90.457
1776,0.572,0.69,0.0358,0.0474,0.0897,0.624,160.111
1777,0.332,0.179,0.0326,0.879,0.0886,0.315,96.529
1778,0.587,0.395,0.0324,0.721,0.119,0.328,131.711
1779,0.547,0.419,0.0327,0.148,0.107,0.356,145.031
1781,0.726,0.542,0.03,0.327,0.146,0.305,120.201
1782,0.681,0.593,0.0251,0.435,0.106,0.731,115.058
1783,0.663,0.838,0.0286,0.2,0.0782,0.752,112.788
1784,0.416,0.354,0.0263,0.731,0.0925,0.181,80.767
1785,0.485,0.857,0.0442,0.534,0.347,0.963,148.749
1786,0.522,0.592,0.0255,0.0589,0.11,0.393,79.026
1787,0.519,0.524,0.0282,0.0305,0.207,0.357,80.013
1788,0.426,0.792,0.0374,0.000495,0.142,0.557,161.994
1789,0.298,0.702,0.0398,0.441,0.35,0.429,143.828
1790,0.706,0.751,0.0708,0.173,0.168,0.195,91.031
1791,0.438,0.504,0.0275,0.23,0.358,0.434,83.841
1792,0.57,0.398,0.0294,0.43,0.11,0.411,125.132
1793,0.35,0.475,0.0365,0.0632,0.102,0.228,123.84
1794,0.762,0.484,0.0311,0.812,0.0841,0.415,122.916
1795,0.549,0.374,0.0244,0.6,0.178,0.439,104.311
1796,0.738,0.0748,0.0448,0.992,0.139,0.25,120.984
1797,0.398,0.599,0.0464,0.0684,0.352,0.374,112.393
1798,0.47,0.501,0.0249,0.519,0.128,0.296,102.019
1799,0.271,0.551,0.0457,0.582,0.256,0.428,78.111
1800,0.414,0.428,0.0278,0.382,0.148,0.282,145.075
1801,0.824,0.836,0.0404,0.00521,0.112,0.716,122.014
1802,0.742,0.636,0.0331,0.446,0.0817,0.48,95.002
1804,0.404,0.726,0.028,0.0501,0.214,0.408,168.878
1805,0.514,0.637,0.0361,0.141,0.0646,0.347,149.994
1806,0.284,0.171,0.0285,0.788,0.103,0.192,153.948
1807,0.608,0.417,0.0276,0.645,0.128,0.142,127.976
1808,0.484,0.368,0.0341,0.74,0.118,0.142,92.923
1809,0.574,0.694,0.0327,0.00481,0.102,0.401,109.85
1810,0.592,0.256,0.0449,0.842,0.088,0.103,76.358
1811,0.747,0.219,0.0371,0.584,0.107,0.498,135.562
1812,0.307,0.433,0.029,0.388,0.332,0.224,160.9
1813,0.556,0.864,0.0584,0.00958,0.209,0.4,105.143
1814,0.697,0.395,0.0281,0.428,0.173,0.876,113.589
1816,0.64,0.532,0.0356,0.266,0.171,0.427,85.953
1818,0.604,0.443,0.0311,0.435,0.155,0.242,83.947
1819,0.509,0.778,0.0295,0.00998,0.19,0.216,105.066
1820,0.482,0.779,0.0409,0.0135,0.296,0.328,158.162
1821,0.684,0.622,0.0334,0.0302,0.277,0.368,125.974
1822,0.498,0.647,0.0358,0.00427,0.146,0.257,163.87
1823,0.674,0.301,0.0264,0.553,0.107,0.462,94.0
1824,0.438,0.672,0.0429,0.0055,0.0583,0.457,185.934
1825,0.535,0.716,0.0431,0.326,0.659,0.901,94.379
1826,0.482,0.215,0.0279,0.779,0.116,0.334,74.953
1827,0.725,0.259,0.0382,0.843,0.112,0.2,133.849
1828,0.624,0.351,0.0325,0.452,0.0614,0.279,75.958
1829,0.702,0.86,0.0345,0.361,0.133,0.829,120.042
1830,0.686,0.688,0.0254,0.39,0.0924,0.493,123.125
1831,0.64,0.743,0.0379,0.269,0.101,0.361,122.035
1832,0.718,0.691,0.0387,0.0159,0.0627,0.552,100.008
1833,0.541,0.591,0.0336,0.289,0.124,0.116,111.676
1834,0.696,0.921,0.0363,0.00314,0.0842,0.714,119.001
1835,0.634,0.385,0.0285,0.725,0.104,0.152,129.891
1836,0.609,0.442,0.0269,0.822,0.101,0.247,138.134
1837,0.692,0.882,0.0516,0.436,0.0839,0.745,103.983
1838,0.52,0.35,0.052,0.894,0.0895,0.39,79.647
1839,0.229,0.0863,0.0421,0.922,0.112,0.347,76.612
1840,0.617,0.84,0.0512,0.36,0.179,0.57,94.676
1842,0.52,0.355,0.0503,0.828,0.0898,0.743,78.062
1843,0.689,0.739,0.026,1.51e-05,0.064,0.578,120.423
1844,0.515,0.437,0.0252,0.048,0.105,0.183,163.453
1845,0.53,0.0871,0.0502,0.865,0.141,0.455,153.478
1846,0.592,0.499,0.0375,0.0536,0.113,0.346,141.937
1847,0.6,0.624,0.0334,0.385,0.125,0.529,90.036
1848,0.546,0.221,0.063,0.868,0.0994,0.593,128.144
1849,0.755,0.876,0.0362,0.357,0.22,0.954,102.762
1850,0.209,0.472,0.0386,0.321,0.45,0.114,144.741
1851,0.705,0.59,0.0284,0.504,0.116,0.421,112.565
1852,0.629,0.534,0.0267,0.437,0.328,0.649,124.964
1853,0.314,0.644,0.0345,0.0266,0.108,0.27,198.063
1854,0.457,0.83,0.0321,0.00682,0.166,0.602,99.93
1855,0.611,0.275,0.028,0.808,0.403,0.552,94.116
1856,0.482,0.829,0.0437,0.00034,0.378,0.739,147.99
1857,0.599,0.543,0.0302,0.0129,0.291,0.624,91.105
1858,0.744,0.637,0.0241,0.337,0.0696,0.785,100.511
1859,0.516,0.764,0.0366,0.0717,0.115,0.376,148.021
1860,0.363,0.71,0.0308,0.216,0.121,0.383,170.113
1861,0.541,0.692,0.0278,0.0409,0.108,0.303,95.446
1862,0.694,0.796,0.063,0.434,0.069,0.68,171.372
1863,0.515,0.554,0.0784,0.0478,0.219,0.509,80.146
